Country Name,Country Code,Indicator Name,Indicator Code,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011
Spain,ESP,"Gross enrolment ratio, secondary, male (%)",SE.SEC.ENRR.MA, 106.79 , 108.49 , 108.21 , 109.00 , 110.35 , 113.92 , 114.03 , 113.88 , 114.36 , 115.82 , 123.05 , 127.93 
Spain,ESP,"Gross enrolment ratio, tertiary, both sexes (%)",SE.TER.ENRR, 57.81 , 59.87 , 61.69 , 64.09 , 66.23 , 67.30 , 68.69 , 69.70 , 71.33 , 73.73 , 78.67 , 83.42 
Spain,ESP,"Gross enrolment ratio, tertiary, female (%)",SE.TER.ENRR.FE, 62.82 , 64.57 , 67.42 , 70.05 , 73.33 , 74.39 , 76.13 , 77.53 , 79.38 , 82.17 , 87.35 , 92.45 
Spain,ESP,"Gross enrolment ratio, tertiary, gender parity index (GPI)",SE.ENR.TERT.FM.ZS, 1.18 , 1.17 , 1.20 , 1.20 , 1.23 , 1.23 , 1.23 , 1.24 , 1.25 , 1.25 , 1.24 , 1.23 
Spain,ESP,"Gross enrolment ratio, tertiary, male (%)",SE.TER.ENRR.MA, 53.05 , 55.42 , 56.26 , 58.44 , 59.51 , 60.60 , 61.66 , 62.31 , 63.74 , 65.76 , 70.47 , 74.88 
Spain,ESP,"Gross enrolment ratio, upper secondary, both sexes (%)",SE.SEC.ENRR.UP, 112.28 , 116.05 , 114.87 , 111.05 , 113.25 , 121.97 , 123.03 , 123.83 , 123.56 , 123.46 , 132.42 , 140.82 
Spain,ESP,"Gross enrolment ratio, upper secondary, female (%)",SE.SEC.ENRR.UP.FE, 122.52 , 125.69 , 125.43 , 119.62 , 122.38 , 132.25 , 133.41 , 134.75 , 133.13 , 130.87 , 137.85 , 144.27 
Spain,ESP,"Gross enrolment ratio, upper secondary, gender parity index (GPI)",UIS.GER.3.GPI, 1.19 , 1.18 , 1.20 , 1.16 , 1.17 , 1.18 , 1.18 , 1.19 , 1.16 , 1.12 , 1.08 , 1.05 
Spain,ESP,"Gross enrolment ratio, upper secondary, male (%)",SE.SEC.ENRR.UP.MA, 102.59 , 106.95 , 104.92 , 102.96 , 104.65 , 112.29 , 113.24 , 113.53 , 114.54 , 116.47 , 127.31 , 137.55 
Spain,ESP,"Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, both sexes (%)",SE.TER.CMPL.ZS, 32.19 , 33.76 , 35.00 , 35.98 , 36.21 , 36.18 , 36.08 , 35.60 , 37.19 , 39.60 , 41.53 , 47.15 
Spain,ESP,"Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, female (%)",SE.TER.CMPL.FE.ZS, 38.94 , 40.92 , 42.67 , 43.82 , 44.67 , 44.92 , 44.89 , 44.52 , 46.47 , 49.33 , 51.34 , 57.53 
Spain,ESP,"Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, gender parity index (GPI)",UIS.GGR.5.A.GPI, 1.51 , 1.52 , 1.54 , 1.53 , 1.58 , 1.61 , 1.62 , 1.64 , 1.63 , 1.62 , 1.59 , 1.54 
Spain,ESP,"Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, male (%)",SE.TER.CMPL.MA.ZS, 25.79 , 26.98 , 27.74 , 28.56 , 28.20 , 27.92 , 27.75 , 27.17 , 28.43 , 30.41 , 32.24 , 37.26 
Spain,ESP,"Gross intake ratio to Grade 1 of primary education, both sexes (%)",SE.PRM.GINT.ZS, 101.86 , 98.86 , 98.51 , 99.93 , 102.60 , 101.66 , 104.58 , 106.56 , 104.60 , 102.34 , 101.23 , 101.09 
Spain,ESP,"Gross intake ratio to Grade 1 of primary education, female (%)",SE.PRM.GINT.FE.ZS, 101.95 , 98.77 , 98.47 , 99.97 , 102.61 , 101.19 , 104.58 , 106.52 , 105.15 , 102.84 , 102.18 , 101.32 
Spain,ESP,"Gross intake ratio to Grade 1 of primary education, gender parity index (GPI)",UIS.AIR.1.GPI, 1.00 , 1.00 , 1.00 , 1.00 , 1.00 , 0.99 , 1.00 , 1.00 , 1.01 , 1.01 , 1.02 , 1.00 
Spain,ESP,"Gross intake ratio to Grade 1 of primary education, male (%)",SE.PRM.GINT.MA.ZS, 101.77 , 98.94 , 98.54 , 99.90 , 102.58 , 102.10 , 104.59 , 106.60 , 104.08 , 101.86 , 100.33 , 100.87 
Spain,ESP,"Gross outbound enrolment ratio, all regions, both sexes (%)",UIS.GOER.56, 0.89 , 0.90 , 0.93 , 0.79 , 0.90 , 0.91 , 0.89 , 0.92 , 0.84 , 0.89 , 0.97 , 1.11 
Spain,ESP,"Inbound mobility rate, both sexes (%)",UIS.MSEP.56, 2.22 , 2.18 , 2.45 , 2.91 , 0.82 , 0.98 , 1.02 , 1.82 , 2.12 , 2.69 , 2.98 , 3.21 
Spain,ESP,"Inbound mobility rate, female (%)",UIS.MSEP.56.F, 2.13 , 2.29 , 2.58 , 3.07 , 0.78 , 0.99 , 1.02 , 1.89 , 2.16 , 2.73 , 3.03 , 3.17 
Spain,ESP,"Inbound mobility rate, male (%)",UIS.MSEP.56.M, 2.33 , 2.06 , 2.29 , 2.74 , 0.86 , 0.96 , 1.01 , 1.73 , 2.07 , 2.65 , 2.92 , 3.25 
Spain,ESP,Internet users (per 100 people),IT.NET.USER.P2, 13.62 , 18.15 , 20.39 , 39.93 , 44.01 , 47.88 , 50.37 , 55.11 , 59.60 , 62.40 , 65.80 , 67.09 
Spain,ESP,Labor force with advanced education (% of total),SL.TLF.ADVN.ZS, 80.53 , 79.56 , 81.00 , 81.60 , 82.62 , 82.18 , 82.53 , 82.71 , 82.68 , 82.72 , 82.23 , 82.16 
Spain,ESP,"Labor force with advanced education, female (% of female labor force)",SL.TLF.ADVN.FE.ZS, 77.08 , 75.28 , 77.98 , 79.09 , 80.40 , 79.69 , 80.48 , 80.51 , 80.86 , 81.55 , 81.57 , 81.64 
Spain,ESP,"Labor force with advanced education, male (% of male labor force)",SL.TLF.ADVN.MA.ZS, 83.83 , 83.67 , 83.95 , 84.05 , 84.84 , 84.68 , 84.61 , 84.94 , 84.51 , 83.93 , 82.92 , 82.71 
Spain,ESP,Labor force with basic education (% of total),SL.TLF.BASC.ZS, 44.16 , 44.83 , 43.75 , 46.39 , 46.26 , 46.14 , 46.73 , 47.19 , 48.15 , 48.07 , 48.00 , 47.73 
Spain,ESP,"Labor force with basic education, female (% of female labor force)",SL.TLF.BASC.FE.ZS, 29.24 , 29.46 , 28.90 , 31.62 , 31.65 , 31.74 , 32.85 , 33.95 , 35.47 , 36.21 , 36.86 , 37.16 
Spain,ESP,"Labor force with basic education, male (% of male labor force)",SL.TLF.BASC.MA.ZS, 60.77 , 61.17 , 59.95 , 61.91 , 61.54 , 61.14 , 61.06 , 60.93 , 61.17 , 60.17 , 59.43 , 58.52 
Spain,ESP,Labor force with intermediate education (% of total),SL.TLF.INTM.ZS, 61.72 , 61.06 , 64.07 , 66.03 , 67.21 , 69.02 , 70.21 , 70.89 , 71.91 , 71.87 , 71.19 , 70.72 
Spain,ESP,"Labor force with intermediate education, female (% of female labor force)",SL.TLF.INTM.FE.ZS, 53.78 , 51.54 , 56.19 , 58.01 , 60.06 , 61.37 , 62.68 , 63.90 , 65.45 , 66.49 , 65.77 , 65.89 
Spain,ESP,"Labor force with intermediate education, male (% of male labor force)",SL.TLF.INTM.MA.ZS, 69.62 , 70.65 , 71.94 , 74.12 , 74.31 , 76.65 , 77.79 , 77.77 , 78.40 , 77.25 , 76.52 , 75.57 
Spain,ESP,"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS, 39.44 , 38.82 , 39.97 , 40.45 , 41.02 , 41.40 , 41.98 , 42.39 , 42.97 , 43.76 , 44.25 , 44.83 
Spain,ESP,"Labor force, total",SL.TLF.TOTL.IN," 18,265,033.00 "," 18,197,151.00 "," 19,041,481.00 "," 19,814,279.00 "," 20,485,991.00 "," 21,257,406.00 "," 21,906,463.00 "," 22,486,832.00 "," 23,119,571.00 "," 23,386,879.00 "," 23,577,450.00 "," 23,614,034.00 "
Spain,ESP,"Mortality rate, under-5 (per 1,000)",SH.DYN.MORT, 5.40 , 5.30 , 5.20 , 5.00 , 4.90 , 4.70 , 4.50 , 4.40 , 4.20 , 4.00 , 3.80 , 3.70 
Spain,ESP,"Net enrolment rate, primary, both sexes (%)",SE.PRM.NENR, 99.82 , 99.77 , 99.83 , 99.87 , 99.74 , 99.66 , 99.72 , 99.84 , 99.78 , 99.64 , 99.56 , 99.63 
Spain,ESP,"Net enrolment rate, primary, female (%)",SE.PRM.NENR.FE, 99.98 , 99.93 , 99.94 , 99.90 , 99.81 , 99.55 , 99.57 , 99.80 , 99.85 , 99.84 , 99.79 , 99.79 
Spain,ESP,"Net enrolment rate, primary, gender parity index (GPI)",UIS.NER.1.GPI, 1.00 , 1.00 , 1.00 , 1.00 , 1.00 , 1.00 , 1.00 , 1.00 , 1.00 , 1.00 , 1.00 , 1.00 
Spain,ESP,"Net enrolment rate, primary, male (%)",SE.PRM.NENR.MA, 99.67 , 99.61 , 99.72 , 99.83 , 99.67 , 99.76 , 99.86 , 99.87 , 99.71 , 99.46 , 99.35 , 99.47 
Spain,ESP,"Net enrolment rate, secondary, both sexes (%)",SE.SEC.NENR, 88.76 , 90.35 , 90.95 , 91.35 , 92.52 , 93.41 , 93.03 , 92.98 , 93.20 , 93.74 , 94.89 , 95.06 
Spain,ESP,"Net enrolment rate, secondary, female (%)",SE.SEC.NENR.FE, 90.43 , 92.27 , 93.04 , 93.48 , 94.90 , 95.23 , 94.84 , 94.68 , 94.85 , 95.31 , 96.07 , 95.82 
Spain,ESP,"Net enrolment rate, secondary, gender parity index (GPI)",UIS.NER.23.GPI, 1.04 , 1.04 , 1.05 , 1.05 , 1.05 , 1.04 , 1.04 , 1.04 , 1.03 , 1.03 , 1.02 , 1.02 
Spain,ESP,"Net enrolment rate, secondary, male (%)",SE.SEC.NENR.MA, 87.19 , 88.54 , 88.99 , 89.34 , 90.27 , 91.69 , 91.32 , 91.38 , 91.65 , 92.25 , 93.77 , 94.34 
Spain,ESP,"Net flow of internationally mobile students (inbound - outbound), both sexes (number)",UIS.MENF.56," 13,103.00 "," 12,834.00 "," 17,368.00 "," 30,856.00 "," (10,131.00)"," (7,017.00)"," (5,151.00)"," 8,490.00 "," 16,590.00 "," 26,515.00 "," 32,564.00 "," 36,486.00 "
Spain,ESP,"Net flow ratio of internationally mobile students (inbound - outbound), both sexes (%)",UIS.MENFR.56, 0.72 , 0.70 , 0.95 , 1.68 , (0.55), (0.39), (0.29), 0.48 , 0.93 , 1.47 , 1.73 , 1.87 
Spain,ESP,"Net intake rate to Grade 1 of primary education by over-age entrants (+1 year), both sexes (%)",UIS.NIR.1.AGP1,,, 1.31 , 1.41 , 1.56 , 1.74 , 1.19 ,, 1.28 , 1.03 ,, 1.46 
Spain,ESP,"Net intake rate to Grade 1 of primary education by over-age entrants (+1 year), female (%)",UIS.NIR.1.AGP1.F,,, 1.03 , 1.08 , 1.20 , 1.41 , 1.00 ,, 1.06 , 0.85 ,, 1.31 
Spain,ESP,"Net intake rate to Grade 1 of primary education by over-age entrants (+1 year), gender parity index (GPI)",UIS.NIR.1.AGP1.GPI,,, 0.65 , 0.63 , 0.63 , 0.68 , 0.73 ,, 0.72 , 0.70 ,, 0.81 
Spain,ESP,"Net intake rate to Grade 1 of primary education by over-age entrants (+1 year), male (%)",UIS.NIR.1.AGP1.M,,, 1.59 , 1.71 , 1.90 , 2.06 , 1.36 ,, 1.48 , 1.21 ,, 1.61 
Spain,ESP,"Net intake rate to Grade 1 of primary education by under-age entrants (-1 year), both sexes (%)",UIS.NIR.1.AGM1,,,,, 0.21 , 0.19 , 0.22 ,, 0.35 , 0.29 ,, 0.46 
Spain,ESP,"Net intake rate to Grade 1 of primary education by under-age entrants (-1 year), female (%)",UIS.NIR.1.AGM1.F,,,,, 0.21 , 0.20 , 0.23 ,, 0.39 , 0.29 ,, 0.47 
Spain,ESP,"Net intake rate to Grade 1 of primary education by under-age entrants (-1 year), gender parity index (GPI)",UIS.NIR.1.AGM1.GPI,,,,, 1.00 , 1.14 , 1.04 ,, 1.29 , 1.02 ,, 1.06 
Spain,ESP,"Net intake rate to Grade 1 of primary education by under-age entrants (-1 year), male (%)",UIS.NIR.1.AGM1.M,,,,, 0.21 , 0.17 , 0.22 ,, 0.31 , 0.29 ,, 0.45 
Spain,ESP,"Net intake rate to Grade 1 of primary education, both sexes (%)",SE.PRM.NINT.ZS,,, 97.15 , 98.47 , 98.08 , 98.11 , 99.06 ,, 98.38 , 98.38 ,, 98.10 
Spain,ESP,"Net intake rate to Grade 1 of primary education, female (%)",SE.PRM.NINT.FE.ZS,,, 97.41 , 98.84 , 98.45 , 97.98 , 99.23 ,, 99.07 , 99.05 ,, 98.47 
Spain,ESP,"Net intake rate to Grade 1 of primary education, gender parity index (GPI)",UIS.NIR.1.GPI,,, 1.01 , 1.01 , 1.01 , 1.00 , 1.00 ,, 1.01 , 1.01 ,, 1.01 
Spain,ESP,"Net intake rate to Grade 1 of primary education, male (%)",SE.PRM.NINT.MA.ZS,,, 96.90 , 98.13 , 97.72 , 98.25 , 98.89 ,, 97.73 , 97.75 ,, 97.76 
Spain,ESP,"New entrants to Grade 1 of primary education with early childhood education experience , both sexes (number)",UIS.NE.1.ECD,,,,,,,,,,,,
Spain,ESP,"New entrants to Grade 1 of primary education with early childhood education experience, female (number)",UIS.NE.1.ECD.F,,,,,,,,,,,,
Spain,ESP,"New entrants to Grade 1 of primary education, both sexes (number)",UIS.NE.1.G1," 396,603.00 "," 383,315.00 "," 382,328.00 "," 387,960.00 "," 399,047.00 "," 397,498.00 "," 413,850.00 "," 432,624.00 "," 440,235.00 "," 448,245.00 "," 460,383.00 "," 473,001.00 "
Spain,ESP,"New entrants to Grade 1 of primary education, female (number)",UIS.NE.1.G1.F," 192,771.00 "," 186,030.00 "," 185,738.00 "," 188,662.00 "," 194,030.00 "," 192,355.00 "," 201,184.00 "," 210,104.00 "," 214,855.00 "," 218,575.00 "," 225,505.00 "," 230,215.00 "
Spain,ESP,"New entrants to Grade 1 of primary education, percentage female (%)",UIS.FNP.1, 48.61 , 48.53 , 48.58 , 48.63 , 48.62 , 48.39 , 48.61 , 48.57 , 48.80 , 48.76 , 48.98 , 48.67 
Spain,ESP,Official entrance age to compulsory education (years),UIS.CEAGE.1, 6.00 , 6.00 , 6.00 , 6.00 , 6.00 , 6.00 , 6.00 , 6.00 , 6.00 , 6.00 , 6.00 , 6.00 
Spain,ESP,Official entrance age to lower secondary education (years),SE.SEC.AGES, 12.00 , 12.00 , 12.00 , 12.00 , 12.00 , 12.00 , 12.00 , 12.00 , 12.00 , 12.00 , 12.00 , 12.00 
Spain,ESP,Official entrance age to post-secondary non-tertiary education (years),UIS.THAGE.4.A.GPV, 16.00 , 16.00 , 16.00 ,,,,,,,,,
Spain,ESP,Official entrance age to pre-primary education (years),UIS.THAGE.0, 3.00 , 3.00 , 3.00 , 3.00 , 3.00 , 3.00 , 3.00 , 3.00 , 3.00 , 3.00 , 3.00 , 3.00 
Spain,ESP,Official entrance age to primary education (years),SE.PRM.AGES, 6.00 , 6.00 , 6.00 , 6.00 , 6.00 , 6.00 , 6.00 , 6.00 , 6.00 , 6.00 , 6.00 , 6.00 
Spain,ESP,Official entrance age to upper secondary education (years),UIS.THAGE.3.A.GPV, 16.00 , 16.00 , 16.00 , 16.00 , 16.00 , 16.00 , 16.00 , 16.00 , 16.00 , 16.00 , 16.00 , 16.00 
Spain,ESP,"Outbound mobility ratio, all regions, both sexes (%)",UIS.OMR.56, 1.51 , 1.48 , 1.50 , 1.24 , 1.37 , 1.36 , 1.31 , 1.34 , 1.19 , 1.22 , 1.25 , 1.34 
Spain,ESP,"Out-of-school adolescents of lower secondary school age, both sexes (number)",UIS.OFST.2," 48,797.00 "," 29,736.00 "," 12,825.00 "," 10,269.00 "," 14,448.00 "," 7,807.00 "," 4,323.00 "," 3,073.00 "," 5,492.00 "," 5,098.00 "," 5,768.00 ", 918.00 
Spain,ESP,"Out-of-school adolescents of lower secondary school age, female (number)",UIS.OFST.2.F," 20,784.00 "," 9,456.00 "," 1,627.00 ",,,,,,,,,
Spain,ESP,"Out-of-school adolescents of lower secondary school age, male (number)",UIS.OFST.2.M," 28,013.00 "," 20,280.00 "," 11,198.00 ",,,,,,,,,
Spain,ESP,"Out-of-school adolescents of lower secondary school age, percentage female (%)",UIS.FOFSTP.2, 42.59 , 31.80 , 12.69 ,,,,,,,,,
Spain,ESP,"Out-of-school children of primary school age, both sexes (number)",SE.PRM.UNER," 4,338.00 "," 5,576.00 "," 4,128.00 "," 3,215.00 "," 5,916.00 "," 7,410.00 "," 5,439.00 "," 2,964.00 "," 3,544.00 "," 7,213.00 "," 10,077.00 "," 8,550.00 "
Spain,ESP,"Out-of-school children of primary school age, female (number)",SE.PRM.UNER.FE, 178.00 , 776.00 , 690.00 ," 1,119.00 "," 2,043.00 "," 4,852.00 "," 4,423.00 "," 1,837.00 ", 819.00 ," 1,040.00 "," 2,002.00 "," 2,011.00 "
Spain,ESP,"Out-of-school children of primary school age, male (number)",SE.PRM.UNER.MA," 4,159.00 "," 4,801.00 "," 3,439.00 "," 2,096.00 "," 3,873.00 "," 2,557.00 "," 1,016.00 "," 1,127.00 "," 2,725.00 "," 6,173.00 "," 8,075.00 "," 6,539.00 "
Spain,ESP,"Out-of-school children of primary school age, percentage female (%)",UIS.FOFSTP.1, 4.11 , 13.91 , 16.70 , 34.82 , 34.53 , 65.49 , 81.32 , 61.97 , 23.10 , 14.42 , 19.86 , 23.52 
Spain,ESP,"Out-of-school youth of upper secondary school age, both sexes (number)",UIS.OFST.3.CP," 200,103.00 "," 175,426.00 "," 169,794.00 "," 164,737.00 "," 146,486.00 "," 118,975.00 "," 114,428.00 "," 108,081.00 "," 106,032.00 "," 95,163.00 "," 72,112.00 "," 66,896.00 "
Spain,ESP,"Out-of-school youth of upper secondary school age, female (number)",UIS.OFST.3.F.CP," 83,031.00 "," 70,329.00 "," 65,756.00 "," 63,731.00 "," 54,383.00 "," 45,201.00 "," 41,553.00 "," 38,953.00 "," 39,531.00 "," 35,390.00 "," 29,367.00 "," 28,778.00 "
Spain,ESP,"Out-of-school youth of upper secondary school age, male (number)",UIS.OFST.3.M.CP," 117,072.00 "," 105,097.00 "," 104,038.00 "," 101,006.00 "," 92,103.00 "," 73,774.00 "," 72,875.00 "," 69,128.00 "," 66,501.00 "," 59,773.00 "," 42,745.00 "," 38,118.00 "
Spain,ESP,"Out-of-school youth of upper secondary school age, percentage female (%)",UIS.FOFSTP.3, 41.49 , 40.09 , 38.73 , 38.69 , 37.13 , 37.99 , 36.31 , 36.04 , 37.28 , 37.19 , 40.72 , 43.02 
Spain,ESP,"Percentage of all inbound internationally mobile students in tertiary education in the host country who are female, (%)",UIS.FEP.56.FOREIGN, 50.72 , 55.04 , 56.11 , 56.01 , 51.36 , 54.67 , 54.12 , 56.25 , 55.16 , 54.78 , 54.89 , 53.27 
Spain,ESP,"Percentage of all students in tertiary education enrolled in ISCED 5, both sexes (%)",UIS.TEP.5.B, 8.72 , 10.87 , 12.29 , 13.48 , 13.89 , 13.71 , 13.42 , 13.27 , 13.49 , 13.97 , 14.84 , 15.58 
Spain,ESP,"Percentage of all students in tertiary education enrolled in ISCED 8, both sexes (%)",UIS.TEP.8, 3.59 , 3.41 , 3.58 , 3.96 , 4.18 , 4.21 , 4.31 , 4.09 , 3.76 , 4.29 , 3.75 , 3.53 
Spain,ESP,Percentage of enrolment in lower secondary education in private institutions (%),UIS.PRP.2, 32.94 , 33.48 , 33.64 , 32.79 , 32.44 , 31.95 , 31.91 , 31.89 , 32.12 , 32.15 , 31.02 , 31.06 
Spain,ESP,Percentage of enrolment in post-secondary non-tertiary education in private institutions (%),UIS.PRP.4, 25.37 , 27.30 , 29.17 ,,,,,,,,,
Spain,ESP,Percentage of enrolment in primary education in private institutions (%),SE.PRM.PRIV.ZS, 33.35 , 33.43 , 33.60 , 33.41 , 33.44 , 33.39 , 33.26 , 33.02 , 32.92 , 32.89 , 32.80 , 32.62 
Spain,ESP,Percentage of enrolment in secondary education in private institutions (%),SE.SEC.PRIV.ZS, 28.57 , 29.08 , 29.42 , 29.36 , 29.09 , 28.20 , 28.24 , 28.22 , 28.56 , 28.66 , 27.68 , 27.31 
Spain,ESP,Percentage of enrolment in tertiary education in private institutions (%),SE.TER.PRIV.ZS, 12.29 , 13.18 , 13.58 , 13.59 , 13.59 , 13.32 , 13.42 , 13.79 , 14.09 , 11.71 , 14.83 , 14.75 
Spain,ESP,Percentage of enrolment in upper secondary education in private institutions (%),UIS.PRP.3, 21.10 , 21.69 , 22.20 , 23.10 , 22.92 , 21.59 , 21.72 , 21.74 , 22.23 , 22.45 , 21.95 , 21.13 
Spain,ESP,"Percentage of female graduates from tertiary education graduating from Agriculture programmes, female (%)",SE.TER.GRAD.AG.FE.ZS, 1.81 , 2.10 , 2.39 , 2.68 , 2.64 , 2.37 , 2.17 , 1.94 , 1.63 , 1.52 , 1.43 , 1.31 
Spain,ESP,"Percentage of female graduates from tertiary education graduating from Education programmes, female (%)",SE.TER.GRAD.ED.FE.ZS, 16.30 , 16.80 , 16.67 , 15.86 , 15.75 , 15.95 , 17.38 , 17.67 , 18.57 , 18.65 , 18.71 , 21.30 
Spain,ESP,"Percentage of female graduates from tertiary education graduating from Engineering, Manufacturing and Construction programmes, female (%)",SE.TER.GRAD.EN.FE.ZS, 5.75 , 5.39 , 5.01 , 4.66 , 4.45 , 4.11 , 4.03 , 3.83 , 4.03 , 3.89 , 3.90 , 4.11 
Spain,ESP,"Percentage of female graduates from tertiary education graduating from Health and Welfare programmes, female (%)",SE.TER.GRAD.HL.FE.ZS, 6.56 , 7.62 , 7.92 , 8.38 , 8.31 , 8.07 , 8.32 , 8.53 , 8.52 , 8.72 , 8.85 , 8.24 
Spain,ESP,"Percentage of female graduates from tertiary education graduating from Humanities and Arts programmes, female (%)",SE.TER.GRAD.HU.FE.ZS, 9.57 , 10.36 , 10.14 , 10.09 , 10.20 , 9.72 , 9.77 , 9.20 , 9.43 , 9.35 , 9.32 , 8.60 
Spain,ESP,"Percentage of female graduates from tertiary education graduating from programmes in unspecified fields, female (%)",SE.TER.GRAD.OT.FE.ZS, 0.03 , 0.07 , 0.06 , 0.04 , 0.04 , 0.05 , 0.07 , 1.47 , 0.28 , 0.99 , -   , 0.04 
Spain,ESP,"Percentage of female graduates from tertiary education graduating from Science programmes, female (%)",SE.TER.GRAD.SC.FE.ZS, 28.84 , 26.09 , 25.58 , 25.53 , 24.93 , 24.20 , 23.35 , 22.43 , 21.98 , 20.90 , 21.30 , 20.99 
Spain,ESP,"Percentage of female graduates from tertiary education graduating from Services programmes, female (%)",SE.TER.GRAD.SV.FE.ZS, 1.98 , 1.66 , 1.71 , 1.78 , 1.66 , 1.66 , 1.42 , 1.49 , 1.42 , 1.39 , 1.36 , 1.07 
Spain,ESP,"Percentage of female graduates from tertiary education graduating from Social Sciences, Business and Law programmes, female (%)",SE.TER.GRAD.SS.FE.ZS, 8.82 , 8.85 , 8.41 , 7.80 , 7.69 , 7.77 , 7.57 , 7.31 , 7.41 , 7.38 , 7.89 , 7.30 
Spain,ESP,"Percentage of female students enrolled in primary education who are over-age, female (%)",UIS.OAEP.1.F, 2.04 , 2.05 , 2.19 , 2.35 , 2.43 , 2.63 , 2.57 , 2.55 , 2.56 , 2.55 , 2.64 , 2.45 
Spain,ESP,"Percentage of female students enrolled in primary education who are under-age, female (%)",UIS.UAEP.1.F,,,,, 0.03 , 0.03 , 0.04 , 0.05 , 0.07 , 0.05 , 0.09 , 0.08 
Spain,ESP,"Percentage of female students in lower secondary education enrolled in general programmes, female (%)",UIS.GTVP.2.GPV.F, 99.66 , 99.66 , 99.64 , 99.66 , 99.67 , 99.66 , 99.66 , 99.64 , 99.63 , 99.63 , 99.62 , 99.57 
Spain,ESP,"Percentage of female students in lower secondary education enrolled in vocational programmes, female (%)",UIS.GTVP.2.V.F, 0.34 , 0.34 , 0.36 , 0.34 , 0.33 , 0.34 , 0.34 , 0.36 , 0.37 , 0.37 , 0.38 , 0.43 
Spain,ESP,"Percentage of female students in post-secondary non-tertiary education enrolled in general programmes, female (%)",UIS.GTVP.4.GPV.F,,,,,,,,,,,,
Spain,ESP,"Percentage of female students in post-secondary non-tertiary education enrolled in vocational programmes, female (%)",UIS.GTVP.4.V.F, 100.00 , 100.00 , 100.00 ,,,,,,,,,
Spain,ESP,"Percentage of female students in secondary education enrolled in general programmes, female (%)",UIS.GTVP.23.GPV.F, 87.12 , 86.48 , 85.82 , 87.21 , 86.72 , 84.56 , 84.57 , 84.01 , 84.15 , 84.92 , 84.13 , 83.63 
Spain,ESP,"Percentage of female students in secondary education enrolled in vocational programmes, female (%)",SE.SEC.ENRL.FE.VO.ZS, 12.88 , 13.52 , 14.18 , 12.79 , 13.28 , 15.44 , 15.43 , 15.99 , 15.85 , 15.08 , 15.87 , 16.37 
Spain,ESP,"Percentage of female students in tertiary education enrolled in Agriculture programmes, female (%)",UIS.FOSEP.56.F600.F, 2.74 , 2.76 , 2.20 , 2.17 , 2.03 , 1.93 , 3.41 , 1.70 , 1.61 , 1.52 , 1.48 , 1.33 
Spain,ESP,"Percentage of female students in tertiary education enrolled in Education programmes, female (%)",UIS.FOSEP.56.F140.F, 11.86 , 11.69 , 12.15 , 11.93 , 12.53 , 12.50 , 13.37 , 13.37 , 14.23 , 14.32 , 15.58 , 15.35 
Spain,ESP,"Percentage of female students in tertiary education enrolled in Engineering, Manufacturing and Construction programmes, female (%)",UIS.FOSEP.56.F500.F, 7.75 , 8.03 , 8.58 , 9.01 , 9.08 , 9.13 , 9.26 , 9.17 , 9.28 , 9.11 , 8.88 , 9.31 
Spain,ESP,"Percentage of female students in tertiary education enrolled in Health and Welfare programmes, female (%)",UIS.FOSEP.56.F700.F, 12.00 , 12.47 , 12.74 , 13.06 , 13.20 , 15.22 , 13.96 , 16.14 , 16.93 , 17.17 , 17.10 , 17.14 
Spain,ESP,"Percentage of female students in tertiary education enrolled in Humanities and Arts programmes, female (%)",UIS.FOSEP.56.F200.F, 12.50 , 12.43 , 12.37 , 12.26 , 12.11 , 11.93 , 11.71 , 11.54 , 11.43 , 11.50 , 11.68 , 12.08 
Spain,ESP,Percentage of female students in tertiary education enrolled in ISCED 5,UIS.TEP.5.B.F, 8.24 , 10.15 , 11.59 , 12.80 , 13.12 , 13.00 , 12.77 , 12.69 , 12.96 , 13.43 , 14.16 , 14.76 
Spain,ESP,Percentage of female students in tertiary education enrolled in ISCED 8,UIS.TEP.8.F, 3.43 , 2.57 , 3.44 , 3.81 , 3.94 , 4.02 , 4.08 , 3.92 , 3.64 , 4.12 , 3.54 , 3.34 
Spain,ESP,"Percentage of female students in tertiary education enrolled in programmes in unspecified fields, female (%)",UIS.FOSEP.56.FUK.F, 0.18 , 0.22 , 0.20 , 0.19 , 0.11 , 0.28 , 0.39 , 1.32 , 0.43 , 0.69 , 0.55 , 0.02 
Spain,ESP,"Percentage of female students in tertiary education enrolled in Science programmes, female (%)",UIS.FOSEP.56.F400.F, 9.16 , 9.19 , 9.20 , 9.02 , 8.77 , 7.84 , 7.20 , 6.57 , 6.20 , 6.68 , 5.61 , 6.35 
Spain,ESP,"Percentage of female students in tertiary education enrolled in Services programmes, female (%)",UIS.FOSEP.56.F800.F, 3.77 , 4.39 , 4.80 , 5.44 , 5.73 , 5.87 , 5.94 , 5.81 , 5.80 , 4.78 , 5.42 , 4.77 
