Country Name,Indicator Name,Indicator Code,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011
United Kingdom,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS, 4.11 , 4.18 , 4.72 , 4.89 , 4.81 , 5.02 , 5.04 , 4.97 , 4.96 , 5.17 , 5.81 , 5.71 
United Kingdom,Government expenditure on pre-primary education as % of GDP (%),UIS.XGDP.0.FSGOV, 0.39 , 0.41 , 0.43 , 0.33 , 0.33 , 0.30 , 0.31 , 0.34 , 0.28 , 0.29 , 0.31 , 0.32 
United Kingdom,Government expenditure on primary education as % of GDP (%),UIS.XGDP.1.FSGOV, 1.07 , 1.10 , 1.17 , 1.30 , 1.31 , 1.37 , 1.54 , 1.58 , 1.61 , 1.65 , 1.79 , 1.77 
United Kingdom,Government expenditure on secondary education as % of GDP (%),UIS.XGDP.23.FSGOV, 2.11 , 2.12 , 2.34 , 2.46 , 2.40 , 2.36 , 2.27 , 2.32 , 2.40 , 2.60 , 2.87 , 2.40 
United Kingdom,Government expenditure on tertiary education as % of GDP (%),UIS.XGDP.56.FSGOV, 0.76 , 0.76 , 1.02 , 1.01 , 0.97 , 1.16 , 1.05 , 0.90 , 0.80 , 0.76 , 0.97 , 1.27 
United Kingdom,Government expenditure per primary student (constant PPP$),UIS.XUNIT.PPPCONST.1.FSGOV," 4,413.50 "," 4,732.81 "," 5,255.31 "," 6,046.07 "," 6,038.63 "," 6,557.36 "," 7,764.74 "," 8,372.58 "," 8,664.28 "," 8,928.82 "," 9,244.56 "," 9,314.85 "
United Kingdom,Government expenditure per primary student (constant US$),UIS.XUNIT.USCONST.1.FSGOV," 4,846.15 "," 5,196.76 "," 5,770.47 "," 6,638.75 "," 6,630.58 "," 7,200.16 "," 8,525.90 "," 9,193.32 "," 9,513.61 "," 9,804.09 "," 10,150.79 "," 10,227.96 "
United Kingdom,Government expenditure per primary student (PPP$),UIS.XUNIT.PPP.1.FSGOV," 3,426.95 "," 3,860.28 "," 4,395.90 "," 5,173.85 "," 5,206.40 "," 5,888.25 "," 7,131.77 "," 8,044.09 "," 8,310.44 "," 8,734.51 "," 9,157.69 "," 9,028.29 "
United Kingdom,Government expenditure per primary student (US$),UIS.XUNIT.US.1.FSGOV," 3,618.48 "," 3,712.94 "," 3,963.50 "," 4,866.98 "," 5,439.65 "," 6,816.13 "," 8,249.16 "," 9,270.13 "," 10,730.24 "," 10,450.00 "," 9,357.28 "," 9,642.12 "
United Kingdom,Government expenditure per primary student as % of GDP per capita (%),SE.XPD.PRIM.PC.ZS, 12.85 , 13.37 , 14.53 , 16.44 , 16.00 , 17.12 , 19.87 , 21.06 , 20.89 , 22.46 , 24.61 , 24.91 
United Kingdom,Government expenditure per secondary student (constant PPP$),UIS.XUNIT.PPPCONST.23.FSGOV," 7,585.16 "," 7,828.33 "," 8,619.01 "," 9,278.85 "," 9,052.40 "," 9,048.28 "," 9,630.81 "," 10,240.32 "," 10,759.60 "," 11,416.86 "," 11,851.63 "," 11,122.78 "
United Kingdom,Government expenditure per secondary student (constant US$),UIS.XUNIT.USCONST.23.FSGOV," 8,328.71 "," 8,595.72 "," 9,463.91 "," 10,188.43 "," 9,939.78 "," 9,935.26 "," 10,574.90 "," 11,244.15 "," 11,814.34 "," 12,536.03 "," 13,013.41 "," 12,213.11 "
United Kingdom,Government expenditure per secondary student (PPP$),UIS.XUNIT.PPP.23.FSGOV," 5,889.65 "," 6,385.11 "," 7,209.53 "," 7,940.26 "," 7,804.82 "," 8,125.00 "," 8,845.73 "," 9,838.55 "," 10,320.20 "," 11,168.41 "," 11,740.26 "," 10,780.60 "
United Kingdom,Government expenditure per secondary student (US$),UIS.XUNIT.US.23.FSGOV," 6,218.81 "," 6,141.40 "," 6,500.37 "," 7,469.31 "," 8,154.49 "," 9,405.35 "," 10,231.66 "," 11,338.08 "," 13,325.19 "," 13,361.92 "," 11,996.13 "," 11,513.57 "
United Kingdom,Government expenditure per secondary student as % of GDP per capita (%),SE.XPD.SECO.PC.ZS, 22.09 , 22.12 , 23.82 , 25.23 , 23.98 , 23.62 , 24.64 , 25.74 , 24.78 , 28.72 , 31.56 , 29.74 
United Kingdom,Government expenditure per tertiary student (constant PPP$),UIS.XUNIT.PPPCONST.56.FSGOV," 7,168.42 "," 7,258.02 "," 9,292.39 "," 9,199.56 "," 9,271.43 "," 11,191.54 "," 10,250.63 "," 8,863.84 "," 8,262.41 "," 7,539.22 "," 8,983.22 "," 11,862.12 "
United Kingdom,Government expenditure per tertiary student (constant US$),UIS.XUNIT.USCONST.56.FSGOV," 7,871.12 "," 7,969.50 "," 10,203.30 "," 10,101.37 "," 10,180.29 "," 12,288.62 "," 11,255.47 "," 9,732.75 "," 9,072.35 "," 8,278.27 "," 9,863.82 "," 13,024.93 "
United Kingdom,Government expenditure per tertiary student (PPP$),UIS.XUNIT.PPP.56.FSGOV," 5,566.06 "," 5,919.94 "," 7,772.79 "," 7,872.41 "," 7,993.67 "," 10,049.56 "," 9,415.01 "," 8,516.08 "," 7,924.98 "," 7,375.15 "," 8,898.80 "," 11,497.19 "
United Kingdom,Government expenditure per tertiary student (US$),UIS.XUNIT.US.56.FSGOV," 5,877.14 "," 5,693.98 "," 7,008.22 "," 7,405.48 "," 8,351.80 "," 11,633.18 "," 10,890.14 "," 9,814.05 "," 10,232.55 "," 8,823.65 "," 9,092.75 "," 12,278.89 "
United Kingdom,Government expenditure per tertiary student as % of GDP per capita (%),SE.XPD.TERT.PC.ZS, 20.87 , 20.50 , 25.69 , 25.02 , 24.56 , 29.21 , 26.23 , 22.30 , 20.49 , 18.97 , 23.92 , 31.72 
United Kingdom,"Graduates from ISCED 5 programmes in tertiary education, both sexes (number)",UIS.G.5.B.T," 110,681.00 "," 125,933.00 "," 126,506.00 "," 149,036.00 "," 121,466.00 "," 134,857.00 "," 126,113.00 "," 129,572.00 "," 139,477.00 "," 136,132.00 "," 134,683.00 "," 135,616.00 "
United Kingdom,"Graduates from ISCED 5 programmes in tertiary education, female (number)",UIS.G.5.B.F," 65,350.00 "," 76,224.00 "," 77,239.00 "," 92,251.00 "," 81,338.00 "," 90,427.00 "," 84,605.00 "," 85,338.00 "," 90,360.00 "," 86,925.00 "," 83,052.00 "," 83,927.00 "
United Kingdom,"Graduates from ISCED 8 programmes in tertiary education, both sexes (number)",UIS.G.8.T," 11,566.00 "," 14,145.00 "," 14,232.00 "," 14,936.00 "," 15,257.00 "," 15,778.00 "," 16,465.00 "," 17,545.00 "," 16,606.00 "," 17,651.00 "," 18,756.00 "," 20,076.00 "
United Kingdom,"Graduates from ISCED 8 programmes in tertiary education, female (number)",UIS.G.8.F," 4,432.00 "," 5,595.00 "," 5,925.00 "," 6,191.00 "," 6,575.00 "," 6,829.00 "," 7,134.00 "," 7,745.00 "," 7,432.00 "," 7,916.00 "," 8,481.00 "," 9,080.00 "
United Kingdom,"Graduates from tertiary education, both sexes (number)",SE.TER.GRAD," 504,078.00 "," 551,665.00 "," 562,374.00 "," 601,744.00 "," 595,641.00 "," 633,042.00 "," 640,246.00 "," 651,059.00 "," 676,200.00 "," 674,411.00 "," 709,880.00 "," 754,310.00 "
United Kingdom,"Graduates from tertiary education, female (number)",SE.TER.GRAD.FE," 276,799.00 "," 308,477.00 "," 317,318.00 "," 342,805.00 "," 343,946.00 "," 367,462.00 "," 371,945.00 "," 378,296.00 "," 391,371.00 "," 386,700.00 "," 400,757.00 "," 424,798.00 "
United Kingdom,"Gross enrolment ratio, lower secondary, both sexes (%)",SE.SEC.ENRR.LO, 99.77 , 99.84 , 100.01 , 100.38 , 99.62 , 101.28 , 99.43 , 96.92 , 101.70 , 106.59 , 109.59 , 107.02 
United Kingdom,"Gross enrolment ratio, lower secondary, female (%)",SE.SEC.ENRR.LO.FE, 99.80 , 100.08 , 100.44 , 100.84 , 99.68 , 101.39 , 99.99 , 97.03 , 99.75 , 104.44 , 107.45 , 105.08 
United Kingdom,"Gross enrolment ratio, lower secondary, gender parity index (GPI)",UIS.GER.2.GPI, 1.00 , 1.00 , 1.01 , 1.01 , 1.00 , 1.00 , 1.01 , 1.00 , 0.96 , 0.96 , 0.96 , 0.97 
United Kingdom,"Gross enrolment ratio, lower secondary, male (%)",SE.SEC.ENRR.LO.MA, 99.74 , 99.62 , 99.61 , 99.94 , 99.56 , 101.17 , 98.90 , 96.82 , 103.56 , 108.64 , 111.64 , 108.87 
United Kingdom,"Gross enrolment ratio, pre-primary, both sexes (%)",SE.PRE.ENRR, 79.87 , 81.24 , 82.30 , 76.95 , 59.32 , 70.98 , 72.01 , 73.20 , 80.54 , 80.80 , 82.52 , 85.51 
United Kingdom,"Gross enrolment ratio, pre-primary, female (%)",SE.PRE.ENRR.FE, 79.89 , 81.13 , 82.40 , 77.15 , 59.39 , 71.92 , 73.00 , 74.26 , 81.33 , 81.35 , 84.09 , 85.60 
United Kingdom,"Gross enrolment ratio, pre-primary, gender parity index (GPI)",UIS.GER.0.GPI, 1.00 , 1.00 , 1.00 , 1.01 , 1.00 , 1.03 , 1.03 , 1.03 , 1.02 , 1.01 , 1.04 , 1.00 
United Kingdom,"Gross enrolment ratio, pre-primary, male (%)",SE.PRE.ENRR.MA, 79.84 , 81.35 , 82.21 , 76.76 , 59.25 , 70.09 , 71.06 , 72.19 , 79.79 , 80.27 , 81.02 , 85.42 
United Kingdom,"Gross enrolment ratio, primary and lower secondary, both sexes (%)",UIS.GER.12, 100.18 , 100.11 , 99.87 , 100.07 , 103.67 , 104.54 , 103.09 , 100.99 , 104.02 , 105.53 , 107.16 , 106.52 
United Kingdom,"Gross enrolment ratio, primary and lower secondary, female (%)",UIS.GER.12.F, 100.21 , 100.22 , 100.05 , 100.28 , 103.71 , 104.54 , 103.45 , 101.16 , 103.23 , 104.70 , 106.24 , 105.79 
United Kingdom,"Gross enrolment ratio, primary and lower secondary, gender parity index (GPI)",UIS.GER.12.GPI, 1.00 , 1.00 , 1.00 , 1.00 , 1.00 , 1.00 , 1.01 , 1.00 , 0.99 , 0.98 , 0.98 , 0.99 
United Kingdom,"Gross enrolment ratio, primary and lower secondary, male (%)",UIS.GER.12.M, 100.15 , 99.99 , 99.69 , 99.87 , 103.63 , 104.53 , 102.75 , 100.83 , 104.77 , 106.32 , 108.05 , 107.22 
United Kingdom,"Gross enrolment ratio, primary and secondary, both sexes (%)",UIS.GER.123, 101.21 , 101.08 , 101.39 , 101.09 , 105.16 , 105.78 , 101.27 , 99.67 , 101.05 , 101.80 , 103.63 , 98.69 
United Kingdom,"Gross enrolment ratio, primary and secondary, female (%)",UIS.GER.123.F, 101.49 , 101.34 , 101.82 , 102.08 , 106.01 , 106.64 , 102.23 , 100.28 , 101.34 , 101.89 , 103.39 , 98.66 
United Kingdom,"Gross enrolment ratio, primary and secondary, gender parity index (GPI)",SE.ENR.PRSC.FM.ZS, 1.01 , 1.00 , 1.01 , 1.02 , 1.02 , 1.02 , 1.02 , 1.01 , 1.01 , 1.00 , 1.00 , 1.00 
United Kingdom,"Gross enrolment ratio, primary and secondary, male (%)",UIS.GER.123.M, 100.94 , 100.84 , 100.99 , 100.15 , 104.35 , 104.96 , 100.37 , 99.09 , 100.77 , 101.71 , 103.85 , 98.72 
United Kingdom,"Gross enrolment ratio, primary to tertiary, both sexes (%)",SE.TOT.ENRR, 90.10 , 90.18 , 91.11 , 90.53 , 92.48 , 92.55 , 89.12 , 87.69 , 87.98 , 88.72 , 90.12 , 86.51 
United Kingdom,"Gross enrolment ratio, primary to tertiary, female (%)",UIS.GER.1T6.F, 91.47 , 91.77 , 93.26 , 93.42 , 95.66 , 95.90 , 92.73 , 91.03 , 91.04 , 91.62 , 92.68 , 89.07 
United Kingdom,"Gross enrolment ratio, primary to tertiary, gender parity index (GPI)",UIS.GER.1T6.GPI, 1.03 , 1.04 , 1.05 , 1.06 , 1.07 , 1.07 , 1.08 , 1.08 , 1.07 , 1.07 , 1.06 , 1.06 
United Kingdom,"Gross enrolment ratio, primary to tertiary, male (%)",UIS.GER.1T6.M, 88.77 , 88.64 , 89.04 , 87.76 , 89.44 , 89.35 , 85.69 , 84.51 , 85.06 , 85.93 , 87.66 , 84.04 
United Kingdom,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR, 100.39 , 100.24 , 99.79 , 99.91 , 105.80 , 106.27 , 105.05 , 103.17 , 105.26 , 104.96 , 105.86 , 106.26 
United Kingdom,"Gross enrolment ratio, primary, female (%)",SE.PRM.ENRR.FE, 100.42 , 100.30 , 99.85 , 99.99 , 105.83 , 106.21 , 105.30 , 103.38 , 105.10 , 104.84 , 105.59 , 106.17 
United Kingdom,"Gross enrolment ratio, primary, gender parity index (GPI)",SE.ENR.PRIM.FM.ZS, 1.00 , 1.00 , 1.00 , 1.00 , 1.00 , 1.00 , 1.00 , 1.00 , 1.00 , 1.00 , 1.00 , 1.00 
United Kingdom,"Gross enrolment ratio, primary, male (%)",SE.PRM.ENRR.MA, 100.36 , 100.19 , 99.73 , 99.83 , 105.78 , 106.33 , 104.81 , 102.98 , 105.41 , 105.07 , 106.12 , 106.35 
United Kingdom,"Gross enrolment ratio, secondary, both sexes (%)",SE.SEC.ENRR, 101.93 , 101.81 , 102.75 , 102.07 , 104.63 , 105.39 , 98.29 , 96.93 , 97.78 , 99.36 , 101.91 , 92.85 
United Kingdom,"Gross enrolment ratio, secondary, female (%)",SE.SEC.ENRR.FE, 102.44 , 102.24 , 103.48 , 103.82 , 106.15 , 106.98 , 99.80 , 97.86 , 98.42 , 99.63 , 101.71 , 92.88 
United Kingdom,"Gross enrolment ratio, secondary, gender parity index (GPI)",SE.ENR.SECO.FM.ZS, 1.01 , 1.01 , 1.01 , 1.03 , 1.03 , 1.03 , 1.03 , 1.02 , 1.01 , 1.01 , 1.00 , 1.00 
United Kingdom,"Gross enrolment ratio, secondary, male (%)",SE.SEC.ENRR.MA, 101.45 , 101.40 , 102.06 , 100.41 , 103.20 , 103.88 , 96.87 , 96.05 , 97.17 , 99.11 , 102.10 , 92.82 
United Kingdom,"Gross enrolment ratio, tertiary, both sexes (%)",SE.TER.ENRR, 58.52 , 59.31 , 62.60 , 62.09 , 59.36 , 59.00 , 59.13 , 58.65 , 56.87 , 58.15 , 59.07 , 58.99 
United Kingdom,"Gross enrolment ratio, tertiary, female (%)",SE.TER.ENRR.FE, 63.48 , 65.15 , 69.89 , 70.38 , 68.88 , 68.85 , 69.36 , 68.65 , 66.50 , 67.62 , 68.07 , 67.55 
United Kingdom,"Gross enrolment ratio, tertiary, gender parity index (GPI)",SE.ENR.TERT.FM.ZS, 1.18 , 1.22 , 1.26 , 1.30 , 1.37 , 1.39 , 1.41 , 1.40 , 1.40 , 1.38 , 1.35 , 1.33 
United Kingdom,"Gross enrolment ratio, tertiary, male (%)",SE.TER.ENRR.MA, 53.62 , 53.54 , 55.46 , 54.02 , 50.16 , 49.53 , 49.35 , 49.08 , 47.65 , 49.06 , 50.39 , 50.69 
United Kingdom,"Gross enrolment ratio, upper secondary, both sexes (%)",SE.SEC.ENRR.UP, 103.64 , 103.36 , 104.86 , 103.35 , 108.37 , 108.41 , 97.46 , 96.94 , 94.99 , 94.25 , 96.51 , 82.94 
United Kingdom,"Gross enrolment ratio, upper secondary, female (%)",SE.SEC.ENRR.UP.FE, 104.51 , 103.94 , 105.82 , 106.06 , 110.96 , 111.11 , 99.66 , 98.46 , 97.48 , 96.24 , 97.71 , 84.42 
United Kingdom,"Gross enrolment ratio, upper secondary, gender parity index (GPI)",UIS.GER.3.GPI, 1.02 , 1.01 , 1.02 , 1.05 , 1.05 , 1.05 , 1.04 , 1.03 , 1.05 , 1.04 , 1.02 , 1.04 
United Kingdom,"Gross enrolment ratio, upper secondary, male (%)",SE.SEC.ENRR.UP.MA, 102.80 , 102.80 , 103.95 , 100.77 , 105.91 , 105.87 , 95.39 , 95.50 , 92.61 , 92.35 , 95.35 , 81.50 
United Kingdom,"Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, both sexes (%)",SE.TER.CMPL.ZS, 38.84 , 38.84 , 37.94 , 37.84 , 37.82 , 38.80 , 39.28 , 38.94 , 40.11 , 39.42 , 40.99 , 43.14 
United Kingdom,"Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, female (%)",SE.TER.CMPL.FE.ZS, 42.53 , 43.38 , 42.83 , 43.13 , 43.09 , 44.59 , 45.35 , 45.04 , 46.68 , 45.51 , 47.21 , 49.64 
United Kingdom,"Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, gender parity index (GPI)",UIS.GGR.5.A.GPI, 1.21 , 1.26 , 1.29 , 1.32 , 1.32 , 1.34 , 1.36 , 1.36 , 1.38 , 1.36 , 1.35 , 1.35 
United Kingdom,"Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, male (%)",SE.TER.CMPL.MA.ZS, 35.19 , 34.39 , 33.20 , 32.72 , 32.73 , 33.24 , 33.44 , 33.08 , 33.78 , 33.56 , 34.99 , 36.83 
United Kingdom,"Gross outbound enrolment ratio, all regions, both sexes (%)",UIS.GOER.56, 0.64 , 0.80 , 0.82 , 0.86 , 0.63 , 0.59 , 0.59 , 0.63 , 0.53 , 0.58 , 0.60 , 0.70 
United Kingdom,"Inbound mobility rate, both sexes (%)",UIS.MSEP.56, 11.01 , 10.92 , 10.14 , 11.16 , 13.35 , 13.92 , 14.13 , 14.88 , 14.67 , 15.28 , 15.73 , 16.85 
United Kingdom,"Inbound mobility rate, female (%)",UIS.MSEP.56.F, 9.65 , 9.58 , 8.90 , 9.64 , 11.10 , 11.53 , 11.79 , 12.39 , 12.24 , 12.65 , 13.38 , 14.31 
United Kingdom,"Inbound mobility rate, male (%)",UIS.MSEP.56.M, 12.62 , 12.53 , 11.68 , 13.07 , 16.33 , 17.11 , 17.27 , 18.20 , 17.93 , 18.76 , 18.79 , 20.13 
United Kingdom,Internet users (per 100 people),IT.NET.USER.P2, 26.82 , 33.48 , 56.48 , 64.82 , 65.61 , 70.00 , 68.82 , 75.09 , 78.39 , 83.56 , 85.00 , 85.38 
United Kingdom,Labor force with advanced education (% of total),SL.TLF.ADVN.ZS, 89.74 , 89.87 , 89.76 , 89.80 , 89.64 , 89.90 , 89.97 , 89.67 , 85.24 , 85.01 , 84.86 , 85.03 
United Kingdom,"Labor force with advanced education, female (% of female labor force)",SL.TLF.ADVN.FE.ZS, 86.98 , 87.05 , 87.62 , 87.23 , 87.48 , 88.00 , 87.98 , 87.73 , 82.02 , 81.70 , 81.62 , 81.29 
United Kingdom,"Labor force with advanced education, male (% of male labor force)",SL.TLF.ADVN.MA.ZS, 92.16 , 92.42 , 91.75 , 92.17 , 91.66 , 91.71 , 91.92 , 91.59 , 88.60 , 88.49 , 88.30 , 88.99 
United Kingdom,Labor force with basic education (% of total),SL.TLF.BASC.ZS, 58.97 , 58.52 , 58.07 , 58.34 , 57.06 , 57.43 , 57.08 , 57.54 , 44.81 , 44.84 , 43.30 , 46.98 
United Kingdom,"Labor force with basic education, female (% of female labor force)",SL.TLF.BASC.FE.ZS, 52.65 , 52.30 , 52.55 , 51.39 , 51.34 , 50.32 , 49.87 , 49.97 , 34.17 , 34.48 , 33.20 , 37.15 
United Kingdom,"Labor force with basic education, male (% of male labor force)",SL.TLF.BASC.MA.ZS, 66.89 , 66.00 , 64.55 , 66.43 , 63.67 , 65.13 , 64.89 , 65.31 , 58.44 , 57.69 , 55.89 , 58.54 
United Kingdom,Labor force with intermediate education (% of total),SL.TLF.INTM.ZS, 82.02 , 81.20 , 81.28 , 81.05 , 80.44 , 80.46 , 80.78 , 80.52 , 75.94 , 74.71 , 73.79 , 75.05 
United Kingdom,"Labor force with intermediate education, female (% of female labor force)",SL.TLF.INTM.FE.ZS, 76.71 , 76.08 , 76.05 , 76.17 , 75.21 , 75.27 , 75.73 , 75.29 , 69.79 , 68.68 , 67.70 , 69.56 
United Kingdom,"Labor force with intermediate education, male (% of male labor force)",SL.TLF.INTM.MA.ZS, 86.94 , 85.96 , 86.15 , 85.60 , 85.25 , 85.28 , 85.43 , 85.34 , 81.77 , 80.51 , 79.59 , 80.26 
United Kingdom,"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS, 45.21 , 45.35 , 45.58 , 45.40 , 45.65 , 45.68 , 45.73 , 45.64 , 45.68 , 45.95 , 46.02 , 46.10 
United Kingdom,"Labor force, total",SL.TLF.TOTL.IN," 29,295,735.00 "," 29,259,481.00 "," 29,588,608.00 "," 29,868,880.00 "," 30,142,806.00 "," 30,589,672.00 "," 31,037,532.00 "," 31,240,727.00 "," 31,647,715.00 "," 31,825,341.00 "," 32,010,605.00 "," 32,192,080.00 "
United Kingdom,"Mortality rate, under-5 (per 1,000)",SH.DYN.MORT, 6.50 , 6.40 , 6.30 , 6.30 , 6.20 , 6.00 , 5.90 , 5.80 , 5.60 , 5.40 , 5.20 , 5.00 
United Kingdom,"Net enrolment rate, pre-primary, both sexes (%)",SE.PRE.NENR, 75.76 , 77.22 , 78.09 , 72.61 , 54.89 , 66.43 , 67.27 , 68.36 , 75.39 , 75.80 , 76.92 , 79.86 
United Kingdom,"Net enrolment rate, pre-primary, female (%)",SE.PRE.NENR.FE, 75.69 , 77.05 , 78.09 , 72.72 , 54.88 , 67.28 , 68.14 , 69.37 , 76.23 , 76.38 , 78.51 , 80.16 
United Kingdom,"Net enrolment rate, pre-primary, gender parity index (GPI)",UIS.NER.0.GPI, 1.00 , 1.00 , 1.00 , 1.00 , 1.00 , 1.03 , 1.03 , 1.03 , 1.02 , 1.02 , 1.04 , 1.01 
United Kingdom,"Net enrolment rate, pre-primary, male (%)",SE.PRE.NENR.MA, 75.82 , 77.39 , 78.09 , 72.50 , 54.90 , 65.62 , 66.44 , 67.39 , 74.60 , 75.24 , 75.40 , 79.58 
United Kingdom,"Net enrolment rate, primary, both sexes (%)",SE.PRM.NENR, 99.95 , 99.94 , 99.79 , 99.91 , 98.01 , 98.78 , 98.41 , 96.47 , 98.82 , 98.54 , 99.23 , 99.72 
United Kingdom,"Net enrolment rate, primary, female (%)",SE.PRM.NENR.FE, 99.98 ,, 99.85 , 99.99 , 98.08 , 98.77 , 98.66 , 96.71 , 98.80 , 98.52 , 99.23 , 99.75 
United Kingdom,"Net enrolment rate, primary, gender parity index (GPI)",UIS.NER.1.GPI, 1.00 ,, 1.00 , 1.00 , 1.00 , 1.00 , 1.00 , 1.00 , 1.00 , 1.00 , 1.00 , 1.00 
United Kingdom,"Net enrolment rate, primary, male (%)",SE.PRM.NENR.MA, 99.92 ,, 99.73 , 99.83 , 97.95 , 98.78 , 98.17 , 96.24 , 98.84 , 98.56 , 99.24 , 99.69 
United Kingdom,"Net enrolment rate, secondary, both sexes (%)",SE.SEC.NENR, 94.72 , 94.98 , 95.65 , 95.45 , 94.98 , 95.53 , 92.39 , 90.93 , 92.10 , 93.70 , 95.24 , 92.05 
United Kingdom,"Net enrolment rate, secondary, female (%)",SE.SEC.NENR.FE, 95.43 , 95.69 , 96.61 , 97.04 , 96.55 , 97.38 , 94.22 , 92.40 , 93.05 , 94.31 , 95.51 , 92.14 
United Kingdom,"Net enrolment rate, secondary, gender parity index (GPI)",UIS.NER.23.GPI, 1.01 , 1.01 , 1.02 , 1.03 , 1.03 , 1.04 , 1.04 , 1.03 , 1.02 , 1.01 , 1.01 , 1.00 
United Kingdom,"Net enrolment rate, secondary, male (%)",SE.SEC.NENR.MA, 94.04 , 94.30 , 94.74 , 93.93 , 93.49 , 93.77 , 90.66 , 89.53 , 91.18 , 93.12 , 94.98 , 91.96 
United Kingdom,"Net flow of internationally mobile students (inbound - outbound), both sexes (number)",UIS.MENF.56," 200,608.00 "," 197,800.00 "," 197,675.00 "," 223,346.00 "," 276,052.00 "," 295,346.00 "," 306,852.00 "," 326,292.00 "," 320,116.00 "," 345,391.00 "," 365,358.00 "," 391,288.00 "
United Kingdom,"Net flow ratio of internationally mobile students (inbound - outbound), both sexes (%)",UIS.MENFR.56, 9.91 , 9.57 , 8.82 , 9.76 , 12.28 , 12.91 , 13.14 , 13.81 , 13.74 , 14.30 , 14.74 , 15.70 
United Kingdom,Official entrance age to compulsory education (years),UIS.CEAGE.1, 5.00 , 5.00 , 5.00 , 5.00 , 5.00 , 5.00 , 5.00 , 5.00 , 5.00 , 5.00 , 5.00 , 5.00 
United Kingdom,Official entrance age to lower secondary education (years),SE.SEC.AGES, 11.00 , 11.00 , 11.00 , 11.00 , 11.00 , 11.00 , 11.00 , 11.00 , 11.00 , 11.00 , 11.00 , 11.00 
United Kingdom,Official entrance age to post-secondary non-tertiary education (years),UIS.THAGE.4.A.GPV, 18.00 , 18.00 , 18.00 , 18.00 , 18.00 , 18.00 , 18.00 , 18.00 , 18.00 , 18.00 ,,
United Kingdom,Official entrance age to pre-primary education (years),UIS.THAGE.0, 3.00 , 3.00 , 3.00 , 3.00 , 3.00 , 3.00 , 3.00 , 3.00 , 3.00 , 3.00 , 3.00 , 3.00 
United Kingdom,Official entrance age to primary education (years),SE.PRM.AGES, 5.00 , 5.00 , 5.00 , 5.00 , 5.00 , 5.00 , 5.00 , 5.00 , 5.00 , 5.00 , 5.00 , 5.00 
United Kingdom,Official entrance age to upper secondary education (years),UIS.THAGE.3.A.GPV, 14.00 , 14.00 , 14.00 , 14.00 , 14.00 , 14.00 , 14.00 , 14.00 , 14.00 , 14.00 , 14.00 , 14.00 
United Kingdom,"Outbound mobility ratio, all regions, both sexes (%)",UIS.OMR.56, 1.10 , 1.35 , 1.32 , 1.39 , 1.07 , 1.01 , 0.99 , 1.07 , 0.93 , 0.98 , 0.99 , 1.15 
United Kingdom,"Out-of-school adolescents of lower secondary school age, both sexes (number)",UIS.OFST.2," 5,318.00 "," 5,503.00 "," 9,799.00 "," 10,709.00 "," 9,811.00 "," 10,834.00 "," 29,495.00 "," 97,639.00 "," 52,591.00 "," 5,834.00 "," 2,056.00 "," 40,661.00 "
United Kingdom,"Out-of-school adolescents of lower secondary school age, female (number)",UIS.OFST.2.F," 2,279.00 ",,,,,," 2,909.00 "," 40,377.00 "," 26,878.00 ",,," 18,027.00 "
United Kingdom,"Out-of-school adolescents of lower secondary school age, male (number)",UIS.OFST.2.M," 3,039.00 ",,,,,," 26,586.00 "," 57,262.00 "," 25,713.00 ",,," 22,634.00 "
United Kingdom,"Out-of-school adolescents of lower secondary school age, percentage female (%)",UIS.FOFSTP.2, 42.85 ,,,,,, 9.86 , 41.35 , 51.11 ,,, 44.33 
United Kingdom,"Out-of-school children of primary school age, both sexes (number)",SE.PRM.UNER," 2,199.00 "," 2,559.00 "," 9,510.00 "," 4,126.00 "," 31,606.00 ", 245.00 ," 16,345.00 "," 98,167.00 "," 39,530.00 "," 53,437.00 "," 24,102.00 "," 10,892.00 "
United Kingdom,"Out-of-school children of primary school age, female (number)",SE.PRM.UNER.FE, 377.00 ,," 3,329.00 ", 304.00 ," 13,804.00 ", 203.00 ," 2,741.00 "," 42,954.00 "," 19,799.00 "," 26,465.00 "," 11,728.00 "," 4,775.00 "
United Kingdom,"Out-of-school children of primary school age, male (number)",SE.PRM.UNER.MA," 1,821.00 ",," 6,181.00 "," 3,822.00 "," 17,802.00 ", 42.00 ," 13,604.00 "," 55,213.00 "," 19,731.00 "," 26,972.00 "," 12,374.00 "," 6,117.00 "
United Kingdom,"Out-of-school children of primary school age, percentage female (%)",UIS.FOFSTP.1, 17.16 ,, 35.01 , 7.37 , 43.68 , 82.90 , 16.77 , 43.76 , 50.09 , 49.53 , 48.66 , 43.84 
