Country Name,Country Code,Indicator Name,Indicator Code,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016
Spain,ESP,Government expenditure per tertiary student (PPP$),UIS.XUNIT.PPP.56.FSGOV," 4,382.25 "," 4,847.88 "," 5,266.53 "," 5,618.45 "," 5,858.97 "," 6,210.75 "," 7,106.14 "," 8,079.53 "," 9,040.89 "," 9,386.22 "," 9,056.09 "," 8,890.09 "," 7,596.07 "," 7,437.35 ",,,
Spain,ESP,Government expenditure per tertiary student (US$),UIS.XUNIT.US.56.FSGOV," 2,962.40 "," 3,207.61 "," 3,634.92 "," 4,767.10 "," 5,520.81 "," 5,908.06 "," 6,554.48 "," 8,055.56 "," 9,536.55 "," 9,250.68 "," 8,604.64 "," 8,699.38 "," 6,718.85 "," 6,715.54 ",,,
Spain,ESP,Government expenditure per tertiary student as % of GDP per capita (%),SE.XPD.TERT.PC.ZS, 20.03 , 20.88 , 21.36 , 22.18 , 22.16 , 22.29 , 23.01 , 24.63 , 26.80 , 28.61 , 27.99 , 27.33 , 23.45 , 22.86 , 22.50 ,,
Spain,ESP,Government expenditure per upper secondary student (constant PPP$),UIS.XUNIT.PPPCONST.3.FSGOV,,,,,,,," 8,979.67 "," 9,964.78 "," 10,599.43 "," 9,695.51 "," 9,261.32 ",," 7,761.30 ",,,
Spain,ESP,Government expenditure per upper secondary student (constant US$),UIS.XUNIT.USCONST.3.FSGOV,,,,,,,," 8,108.18 "," 8,997.68 "," 9,570.74 "," 8,754.55 "," 8,362.49 ",," 7,008.06 ",,,
Spain,ESP,Government expenditure per upper secondary student (PPP$),UIS.XUNIT.PPP.3.FSGOV,,,,,,,," 8,121.77 "," 9,311.40 "," 10,079.52 "," 9,132.29 "," 8,891.88 ",," 7,761.30 ",,,
Spain,ESP,Government expenditure per upper secondary student (US$),UIS.XUNIT.US.3.FSGOV,,,,,,,," 8,097.68 "," 9,821.90 "," 9,933.97 "," 8,677.04 "," 8,701.12 ",," 7,008.06 ",,,
Spain,ESP,Government expenditure per upper secondary student as % of GDP per capita (%),UIS.XUNIT.GDPCAP.3.FSGOV,,,,,,,, 24.76 , 27.61 , 30.72 , 28.23 , 27.33 ,, 23.86 ,,,
Spain,ESP,"Graduates from ISCED 5 programmes in tertiary education, both sexes (number)",UIS.G.5.B.T," 46,640.00 "," 60,051.00 "," 72,541.00 "," 82,549.00 "," 87,845.00 "," 85,310.00 "," 83,315.00 "," 79,645.00 "," 80,459.00 "," 85,532.00 "," 89,710.00 "," 97,465.00 "," 107,330.00 ",," 120,574.00 ",,
Spain,ESP,"Graduates from ISCED 5 programmes in tertiary education, female (number)",UIS.G.5.B.F," 24,308.00 "," 31,601.00 "," 37,743.00 "," 44,019.00 "," 46,918.00 "," 45,635.00 "," 44,965.00 "," 42,526.00 "," 43,466.00 "," 46,122.00 "," 48,006.00 "," 51,626.00 "," 56,496.00 ",," 61,846.00 ",,
Spain,ESP,"Graduates from ISCED 6 programmes in tertiary education, both sexes (number)",UIS.G.6.T,,,,,,,,,,,,,,," 160,488.00 ",,
Spain,ESP,"Graduates from ISCED 6 programmes in tertiary education, female (number)",UIS.G.6.F,,,,,,,,,,,,,,," 96,720.00 ",,
Spain,ESP,"Graduates from ISCED 7 programmes in tertiary education, both sexes (number)",UIS.G.7.T,,,,,,,,,,,,,,," 151,370.00 ",,
Spain,ESP,"Graduates from ISCED 7 programmes in tertiary education, female (number)",UIS.G.7.F,,,,,,,,,,,,,,," 84,739.00 ",,
Spain,ESP,"Graduates from ISCED 8 programmes in tertiary education, both sexes (number)",UIS.G.8.T," 6,007.00 "," 6,453.00 "," 6,905.00 "," 7,479.00 "," 8,168.00 "," 6,902.00 "," 7,159.00 "," 7,150.00 "," 7,302.00 "," 7,915.00 "," 8,696.00 "," 8,747.00 "," 9,483.00 ",," 10,889.00 ",,
Spain,ESP,"Graduates from ISCED 8 programmes in tertiary education, female (number)",UIS.G.8.F," 2,643.00 "," 2,767.00 "," 3,136.00 "," 3,384.00 "," 3,878.00 "," 3,221.00 "," 3,347.00 "," 3,405.00 "," 3,553.00 "," 3,862.00 "," 4,088.00 "," 4,149.00 "," 4,604.00 ",," 5,361.00 ",,
Spain,ESP,"Graduates from tertiary education, both sexes (number)",SE.TER.GRAD," 260,225.00 "," 277,853.00 "," 291,425.00 "," 299,401.00 "," 298,448.00 "," 288,158.00 "," 285,957.00 "," 279,412.00 "," 291,036.00 "," 310,452.00 "," 336,810.00 "," 381,926.00 "," 391,956.00 "," 407,036.00 "," 443,321.00 "," 438,616.00 ",
Spain,ESP,"Graduates from tertiary education, female (number)",SE.TER.GRAD.FE," 149,182.00 "," 158,994.00 "," 166,552.00 "," 171,390.00 "," 172,251.00 "," 167,149.00 "," 166,822.00 "," 163,158.00 "," 169,842.00 "," 180,804.00 "," 194,767.00 "," 219,221.00 "," 220,099.00 "," 227,074.00 "," 248,666.00 "," 243,187.00 ",
Spain,ESP,"Gross enrolment ratio, lower secondary, both sexes (%)",SE.SEC.ENRR.LO, 109.13 , 109.42 , 110.23 , 112.89 , 114.34 , 115.13 , 114.66 , 114.20 , 114.58 , 115.73 , 120.13 , 122.14 , 123.22 , 132.47 , 126.81 , 123.93 ,
Spain,ESP,"Gross enrolment ratio, lower secondary, female (%)",SE.SEC.ENRR.LO.FE, 109.08 , 109.49 , 110.41 , 113.46 , 115.27 , 115.48 , 114.90 , 114.35 , 114.92 , 115.99 , 119.42 , 121.40 , 122.52 , 130.29 , 125.32 , 121.60 ,
Spain,ESP,"Gross enrolment ratio, lower secondary, gender parity index (GPI)",UIS.GER.2.GPI, 1.00 , 1.00 , 1.00 , 1.01 , 1.02 , 1.01 , 1.00 , 1.00 , 1.01 , 1.00 , 0.99 , 0.99 , 0.99 , 0.97 , 0.98 ,,
Spain,ESP,"Gross enrolment ratio, lower secondary, male (%)",SE.SEC.ENRR.LO.MA, 109.17 , 109.35 , 110.05 , 112.36 , 113.47 , 114.79 , 114.44 , 114.06 , 114.26 , 115.48 , 120.79 , 122.85 , 123.89 , 134.53 , 128.23 , 126.14 ,
Spain,ESP,"Gross enrolment ratio, post-secondary non-tertiary, both sexes (%)",UIS.GER.4, 9.34 , 4.78 , 2.02 ,,,,,,,,,,,,,,
Spain,ESP,"Gross enrolment ratio, post-secondary non-tertiary, female (%)",UIS.GER.4.F, 9.44 , 4.90 , 2.09 ,,,,,,,,,,,,,,
Spain,ESP,"Gross enrolment ratio, post-secondary non-tertiary, gender parity index (GPI)",UIS.GER.4.GPI, 1.02 , 1.05 , 1.07 ,,,,,,,,,,,,,,
Spain,ESP,"Gross enrolment ratio, post-secondary non-tertiary, male (%)",UIS.GER.4.M, 9.25 , 4.66 , 1.96 ,,,,,,,,,,,,,,
Spain,ESP,"Gross enrolment ratio, pre-primary, both sexes (%)",SE.PRE.ENRR,,,,,,,,,,,,,, 99.07 , 98.05 , 96.66 ,
Spain,ESP,"Gross enrolment ratio, pre-primary, female (%)",SE.PRE.ENRR.FE,,,,,,,,,,,,,, 98.94 , 97.80 , 96.46 ,
Spain,ESP,"Gross enrolment ratio, pre-primary, gender parity index (GPI)",UIS.GER.0.GPI,,,,,,,,,,,,,, 1.00 , 1.00 ,,
Spain,ESP,"Gross enrolment ratio, pre-primary, male (%)",SE.PRE.ENRR.MA,,,,,,,,,,,,,, 99.19 , 98.28 , 96.85 ,
Spain,ESP,"Gross enrolment ratio, primary and lower secondary, both sexes (%)",UIS.GER.12, 106.51 , 106.35 , 106.43 , 107.44 , 108.17 , 108.15 , 108.34 , 109.17 , 110.14 , 110.62 , 111.44 , 111.44 , 110.99 , 113.93 , 111.59 ,,
Spain,ESP,"Gross enrolment ratio, primary and lower secondary, female (%)",UIS.GER.12.F, 106.27 , 106.14 , 106.23 , 107.34 , 108.23 , 107.87 , 108.00 , 108.88 , 110.02 , 110.53 , 111.01 , 110.98 , 110.56 , 113.66 , 111.53 ,,
Spain,ESP,"Gross enrolment ratio, primary and lower secondary, gender parity index (GPI)",UIS.GER.12.GPI, 1.00 , 1.00 , 1.00 , 1.00 , 1.00 , 1.00 , 0.99 , 0.99 , 1.00 , 1.00 , 0.99 , 0.99 , 0.99 , 1.00 , 1.00 ,,
Spain,ESP,"Gross enrolment ratio, primary and lower secondary, male (%)",UIS.GER.12.M, 106.73 , 106.54 , 106.62 , 107.53 , 108.10 , 108.40 , 108.67 , 109.44 , 110.25 , 110.71 , 111.84 , 111.88 , 111.40 , 114.19 , 111.65 ,,
Spain,ESP,"Gross enrolment ratio, primary and secondary, both sexes (%)",UIS.GER.123, 107.65 , 108.24 , 108.06 , 108.12 , 109.11 , 110.67 , 110.98 , 111.78 , 112.51 , 112.87 , 115.06 , 116.40 , 116.75 , 117.68 , 116.71 ,,
Spain,ESP,"Gross enrolment ratio, primary and secondary, female (%)",UIS.GER.123.F, 109.50 , 109.96 , 109.93 , 109.67 , 110.86 , 112.32 , 112.55 , 113.49 , 114.11 , 114.10 , 115.65 , 116.59 , 116.85 , 118.13 , 117.15 ,,
Spain,ESP,"Gross enrolment ratio, primary and secondary, gender parity index (GPI)",SE.ENR.PRSC.FM.ZS, 1.03 , 1.03 , 1.03 , 1.03 , 1.03 , 1.03 , 1.03 , 1.03 , 1.03 , 1.02 , 1.01 , 1.00 , 1.00 , 1.01 , 1.01 , 1.00 ,
Spain,ESP,"Gross enrolment ratio, primary and secondary, male (%)",UIS.GER.123.M, 105.91 , 106.62 , 106.29 , 106.66 , 107.46 , 109.11 , 109.49 , 110.17 , 111.01 , 111.72 , 114.51 , 116.21 , 116.66 , 117.26 , 116.30 ,,
Spain,ESP,"Gross enrolment ratio, primary to tertiary, both sexes (%)",SE.TOT.ENRR, 90.98 , 91.34 , 91.53 , 92.31 , 93.96 , 95.61 , 96.57 , 97.65 , 98.91 , 100.19 , 103.51 , 106.13 , 107.23 , 108.52 , 108.60 , 109.29 ,
Spain,ESP,"Gross enrolment ratio, primary to tertiary, female (%)",UIS.GER.1T6.F, 93.99 , 94.15 , 94.81 , 95.43 , 97.59 , 99.14 , 100.14 , 101.42 , 102.64 , 103.75 , 106.66 , 109.08 , 109.87 , 111.27 , 111.18 ,,
Spain,ESP,"Gross enrolment ratio, primary to tertiary, gender parity index (GPI)",UIS.GER.1T6.GPI, 1.07 , 1.06 , 1.07 , 1.07 , 1.08 , 1.07 , 1.07 , 1.08 , 1.08 , 1.07 , 1.06 , 1.06 , 1.05 , 1.05 , 1.05 ,,
Spain,ESP,"Gross enrolment ratio, primary to tertiary, male (%)",UIS.GER.1T6.M, 88.14 , 88.68 , 88.44 , 89.35 , 90.52 , 92.27 , 93.19 , 94.09 , 95.39 , 96.82 , 100.53 , 103.35 , 104.73 , 105.91 , 106.14 ,,
Spain,ESP,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR, 104.48 , 104.03 , 103.62 , 103.48 , 103.73 , 103.16 , 103.82 , 105.59 , 107.03 , 107.17 , 105.78 , 104.76 , 103.55 , 105.56 , 104.69 , 105.03 ,
Spain,ESP,"Gross enrolment ratio, primary, female (%)",SE.PRM.ENRR.FE, 104.10 , 103.62 , 103.14 , 102.91 , 103.19 , 102.45 , 103.06 , 104.99 , 106.59 , 106.84 , 105.54 , 104.46 , 103.27 , 106.14 , 105.27 , 105.64 ,
Spain,ESP,"Gross enrolment ratio, primary, gender parity index (GPI)",SE.ENR.PRIM.FM.ZS, 0.99 , 0.99 , 0.99 , 0.99 , 0.99 , 0.99 , 0.99 , 0.99 , 0.99 , 0.99 , 1.00 , 0.99 , 0.99 , 1.01 , 1.01 , 1.01 ,
Spain,ESP,"Gross enrolment ratio, primary, male (%)",SE.PRM.ENRR.MA, 104.84 , 104.41 , 104.07 , 104.01 , 104.25 , 103.83 , 104.53 , 106.15 , 107.45 , 107.48 , 106.02 , 105.04 , 103.81 , 105.02 , 104.14 , 104.45 ,
Spain,ESP,"Gross enrolment ratio, secondary, both sexes (%)",SE.SEC.ENRR, 110.27 , 111.80 , 111.90 , 112.23 , 113.96 , 117.51 , 117.54 , 117.51 , 117.67 , 118.39 , 124.38 , 128.59 , 131.03 , 131.09 , 130.16 , 129.81 ,
Spain,ESP,"Gross enrolment ratio, secondary, female (%)",SE.SEC.ENRR.FE, 113.95 , 115.32 , 115.81 , 115.66 , 117.79 , 121.32 , 121.26 , 121.35 , 121.17 , 121.12 , 125.80 , 129.29 , 131.51 , 131.36 , 130.41 , 129.63 ,
Spain,ESP,"Gross enrolment ratio, secondary, gender parity index (GPI)",SE.ENR.SECO.FM.ZS, 1.07 , 1.06 , 1.07 , 1.06 , 1.07 , 1.07 , 1.06 , 1.07 , 1.06 , 1.05 , 1.02 , 1.01 , 1.01 , 1.00 , 1.00 , 1.00 ,
Spain,ESP,"Gross enrolment ratio, secondary, male (%)",SE.SEC.ENRR.MA, 106.79 , 108.49 , 108.21 , 109.00 , 110.35 , 113.92 , 114.03 , 113.88 , 114.36 , 115.82 , 123.05 , 127.93 , 130.58 , 130.83 , 129.93 , 129.98 ,
Spain,ESP,"Gross enrolment ratio, tertiary, both sexes (%)",SE.TER.ENRR, 57.81 , 59.87 , 61.69 , 64.09 , 66.23 , 67.30 , 68.69 , 69.70 , 71.33 , 73.73 , 78.67 , 83.42 , 85.55 , 87.07 , 89.07 , 89.67 ,
Spain,ESP,"Gross enrolment ratio, tertiary, female (%)",SE.TER.ENRR.FE, 62.82 , 64.57 , 67.42 , 70.05 , 73.33 , 74.39 , 76.13 , 77.53 , 79.38 , 82.17 , 87.35 , 92.45 , 94.03 , 95.31 , 96.93 , 97.14 ,
Spain,ESP,"Gross enrolment ratio, tertiary, gender parity index (GPI)",SE.ENR.TERT.FM.ZS, 1.18 , 1.17 , 1.20 , 1.20 , 1.23 , 1.23 , 1.23 , 1.24 , 1.25 , 1.25 , 1.24 , 1.23 , 1.21 , 1.20 , 1.19 , 1.18 ,
Spain,ESP,"Gross enrolment ratio, tertiary, male (%)",SE.TER.ENRR.MA, 53.05 , 55.42 , 56.26 , 58.44 , 59.51 , 60.60 , 61.66 , 62.31 , 63.74 , 65.76 , 70.47 , 74.88 , 77.47 , 79.17 , 81.52 , 82.48 ,
Spain,ESP,"Gross enrolment ratio, upper secondary, both sexes (%)",SE.SEC.ENRR.UP, 112.28 , 116.05 , 114.87 , 111.05 , 113.25 , 121.97 , 123.03 , 123.83 , 123.56 , 123.46 , 132.42 , 140.82 , 146.07 , 129.71 , 133.62 , 136.02 ,
Spain,ESP,"Gross enrolment ratio, upper secondary, female (%)",SE.SEC.ENRR.UP.FE, 122.52 , 125.69 , 125.43 , 119.62 , 122.38 , 132.25 , 133.41 , 134.75 , 133.13 , 130.87 , 137.85 , 144.27 , 148.80 , 132.42 , 135.65 , 138.11 ,
Spain,ESP,"Gross enrolment ratio, upper secondary, gender parity index (GPI)",UIS.GER.3.GPI, 1.19 , 1.18 , 1.20 , 1.16 , 1.17 , 1.18 , 1.18 , 1.19 , 1.16 , 1.12 , 1.08 , 1.05 , 1.04 , 1.04 , 1.03 ,,
Spain,ESP,"Gross enrolment ratio, upper secondary, male (%)",SE.SEC.ENRR.UP.MA, 102.59 , 106.95 , 104.92 , 102.96 , 104.65 , 112.29 , 113.24 , 113.53 , 114.54 , 116.47 , 127.31 , 137.55 , 143.48 , 127.13 , 131.69 , 134.04 ,
Spain,ESP,"Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, both sexes (%)",SE.TER.CMPL.ZS, 32.19 , 33.76 , 35.00 , 35.98 , 36.21 , 36.18 , 36.08 , 35.60 , 37.19 , 39.60 , 41.53 , 47.15 , 45.54 ,, 51.91 , 51.22 ,
Spain,ESP,"Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, female (%)",SE.TER.CMPL.FE.ZS, 38.94 , 40.92 , 42.67 , 43.82 , 44.67 , 44.92 , 44.89 , 44.52 , 46.47 , 49.33 , 51.34 , 57.53 , 53.73 ,, 61.67 , 60.08 ,
Spain,ESP,"Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, gender parity index (GPI)",UIS.GGR.5.A.GPI, 1.51 , 1.52 , 1.54 , 1.53 , 1.58 , 1.61 , 1.62 , 1.64 , 1.63 , 1.62 , 1.59 , 1.54 , 1.43 ,, 1.45 ,,
Spain,ESP,"Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, male (%)",SE.TER.CMPL.MA.ZS, 25.79 , 26.98 , 27.74 , 28.56 , 28.20 , 27.92 , 27.75 , 27.17 , 28.43 , 30.41 , 32.24 , 37.26 , 37.69 ,, 42.44 , 42.67 ,
Spain,ESP,"Gross graduation ratio from lower secondary education, both sexes (%)",UIS.GGR.2,,,,,,,,,,,,,,,,,
Spain,ESP,"Gross graduation ratio from lower secondary education, female (%)",UIS.GGR.2.F,,,,,,,,,,,,,,,,,
Spain,ESP,"Gross graduation ratio from lower secondary education, gender parity index (GPI)",UIS.GGR.2.GPI,,,,,,,,,,,,,,,,,
Spain,ESP,"Gross graduation ratio from lower secondary education, male (%)",UIS.GGR.2.M,,,,,,,,,,,,,,,,,
Spain,ESP,"Gross graduation ratio from primary education, both sexes (%)",SE.PRM.CMPL.ZS,,,,,,, 96.37 , 97.36 , 100.09 ,,,,,,,,
Spain,ESP,"Gross graduation ratio from primary education, female (%)",SE.PRM.CMPL.FE.ZS,,,,,,, 95.92 , 96.99 , 100.50 ,,,,,,,,
Spain,ESP,"Gross graduation ratio from primary education, gender parity index (GPI)",UIS.GGR.1.GPI,,,,,,, 0.99 , 0.99 , 1.01 ,,,,,,,,
Spain,ESP,"Gross graduation ratio from primary education, male (%)",SE.PRM.CMPL.MA.ZS,,,,,,, 96.79 , 97.71 , 99.69 ,,,,,,,,
Spain,ESP,"Gross intake ratio to Grade 1 of lower secondary general education, both sexes (%)",UIS.AIR.2.GPV,,,,,,,,,, 101.02 , 102.87 ,,,, 101.30 ,,
Spain,ESP,"Gross intake ratio to Grade 1 of lower secondary general education, female (%)",UIS.AIR.2.GPV.F,,,,,,,,,, 101.71 , 102.99 ,,,, 101.54 ,,
Spain,ESP,"Gross intake ratio to Grade 1 of lower secondary general education, gender parity index (GPI)",UIS.AIR.2.GPV.GPI,,,,,,,,,, 1.01 , 1.00 ,,,, 1.00 ,,
Spain,ESP,"Gross intake ratio to Grade 1 of lower secondary general education, male (%)",UIS.AIR.2.GPV.M,,,,,,,,,, 100.38 , 102.75 ,,,, 101.06 ,,
Spain,ESP,"Gross intake ratio to Grade 1 of primary education, both sexes (%)",SE.PRM.GINT.ZS, 101.86 , 98.86 , 98.51 , 99.93 , 102.60 , 101.66 , 104.58 , 106.56 , 104.60 , 102.34 , 101.23 , 101.09 , 99.45 ,, 98.86 , 101.96 ,
Spain,ESP,"Gross intake ratio to Grade 1 of primary education, female (%)",SE.PRM.GINT.FE.ZS, 101.95 , 98.77 , 98.47 , 99.97 , 102.61 , 101.19 , 104.58 , 106.52 , 105.15 , 102.84 , 102.18 , 101.32 , 100.09 ,, 98.87 , 101.74 ,
Spain,ESP,"Gross intake ratio to Grade 1 of primary education, gender parity index (GPI)",UIS.AIR.1.GPI, 1.00 , 1.00 , 1.00 , 1.00 , 1.00 , 0.99 , 1.00 , 1.00 , 1.01 , 1.01 , 1.02 , 1.00 , 1.01 ,, 1.00 ,,
Spain,ESP,"Gross intake ratio to Grade 1 of primary education, male (%)",SE.PRM.GINT.MA.ZS, 101.77 , 98.94 , 98.54 , 99.90 , 102.58 , 102.10 , 104.59 , 106.60 , 104.08 , 101.86 , 100.33 , 100.87 , 98.84 ,, 98.85 , 102.17 ,
Spain,ESP,"Gross outbound enrolment ratio, all regions, both sexes (%)",UIS.GOER.56, 0.89 , 0.90 , 0.93 , 0.79 , 0.90 , 0.91 , 0.89 , 0.92 , 0.84 , 0.89 , 0.97 , 1.11 , 1.29 , 1.25 ,,,
Spain,ESP,Internet users (per 100 people),IT.NET.USER.P2, 13.62 , 18.15 , 20.39 , 39.93 , 44.01 , 47.88 , 50.37 , 55.11 , 59.60 , 62.40 , 65.80 , 67.09 , 69.81 , 71.64 , 76.19 , 78.69 , 80.56 
Spain,ESP,Labor force with advanced education (% of total),SL.TLF.ADVN.ZS, 80.53 , 79.56 , 81.00 , 81.60 , 82.62 , 82.18 , 82.53 , 82.71 , 82.68 , 82.72 , 82.23 , 82.16 , 82.73 , 81.98 , 81.55 , 81.28 ,
Spain,ESP,"Labor force with advanced education, female (% of female labor force)",SL.TLF.ADVN.FE.ZS, 77.08 , 75.28 , 77.98 , 79.09 , 80.40 , 79.69 , 80.48 , 80.51 , 80.86 , 81.55 , 81.57 , 81.64 , 82.22 , 81.77 , 81.22 , 81.23 ,
Spain,ESP,"Labor force with advanced education, male (% of male labor force)",SL.TLF.ADVN.MA.ZS, 83.83 , 83.67 , 83.95 , 84.05 , 84.84 , 84.68 , 84.61 , 84.94 , 84.51 , 83.93 , 82.92 , 82.71 , 83.26 , 82.20 , 81.90 , 81.33 ,
Spain,ESP,Labor force with basic education (% of total),SL.TLF.BASC.ZS, 44.16 , 44.83 , 43.75 , 46.39 , 46.26 , 46.14 , 46.73 , 47.19 , 48.15 , 48.07 , 48.00 , 47.73 , 47.32 , 46.83 , 51.12 , 50.77 ,
Spain,ESP,"Labor force with basic education, female (% of female labor force)",SL.TLF.BASC.FE.ZS, 29.24 , 29.46 , 28.90 , 31.62 , 31.65 , 31.74 , 32.85 , 33.95 , 35.47 , 36.21 , 36.86 , 37.16 , 37.41 , 37.24 , 41.74 , 41.16 ,
Spain,ESP,"Labor force with basic education, male (% of male labor force)",SL.TLF.BASC.MA.ZS, 60.77 , 61.17 , 59.95 , 61.91 , 61.54 , 61.14 , 61.06 , 60.93 , 61.17 , 60.17 , 59.43 , 58.52 , 57.44 , 56.66 , 60.36 , 60.15 ,
Spain,ESP,Labor force with intermediate education (% of total),SL.TLF.INTM.ZS, 61.72 , 61.06 , 64.07 , 66.03 , 67.21 , 69.02 , 70.21 , 70.89 , 71.91 , 71.87 , 71.19 , 70.72 , 70.56 , 69.33 , 68.98 , 68.41 ,
Spain,ESP,"Labor force with intermediate education, female (% of female labor force)",SL.TLF.INTM.FE.ZS, 53.78 , 51.54 , 56.19 , 58.01 , 60.06 , 61.37 , 62.68 , 63.90 , 65.45 , 66.49 , 65.77 , 65.89 , 66.22 , 65.23 , 64.83 , 63.79 ,
Spain,ESP,"Labor force with intermediate education, male (% of male labor force)",SL.TLF.INTM.MA.ZS, 69.62 , 70.65 , 71.94 , 74.12 , 74.31 , 76.65 , 77.79 , 77.77 , 78.40 , 77.25 , 76.52 , 75.57 , 74.97 , 73.55 , 73.17 , 73.04 ,
Spain,ESP,"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS, 39.44 , 38.82 , 39.97 , 40.45 , 41.02 , 41.40 , 41.98 , 42.39 , 42.97 , 43.76 , 44.25 , 44.83 , 45.37 , 45.71 , 45.90 , 46.05 , 46.25 
Spain,ESP,"Labor force, total",SL.TLF.TOTL.IN," 18,265,033.00 "," 18,197,151.00 "," 19,041,481.00 "," 19,814,279.00 "," 20,485,991.00 "," 21,257,406.00 "," 21,906,463.00 "," 22,486,832.00 "," 23,119,571.00 "," 23,386,879.00 "," 23,577,450.00 "," 23,614,034.00 "," 23,604,282.00 "," 23,377,060.00 "," 23,144,163.00 "," 23,058,550.00 "," 22,996,622.00 "
Spain,ESP,"Literacy rate, population 25-64 years, both sexes (%)",UIS.LR.AG25T64,,,,, 98.64 , 98.54 ,, 98.97 , 98.88 , 98.91 , 98.94 , 98.94 , 99.00 , 99.13 , 99.12 , 99.16 , 99.21 
Spain,ESP,"Literacy rate, population 25-64 years, female (%)",UIS.LR.AG25T64.F,,,,, 98.34 , 98.10 ,, 98.81 , 98.78 , 98.76 , 98.81 , 98.79 , 98.92 , 99.04 , 99.05 , 99.10 , 99.14 
Spain,ESP,"Literacy rate, population 25-64 years, gender parity index (GPI)",UIS.LR.AG25T64.GPI,,,,, 0.99 , 0.99 ,, 1.00 , 1.00 , 1.00 , 1.00 , 1.00 , 1.00 , 1.00 , 1.00 , 1.00 , 1.00 
Spain,ESP,"Literacy rate, population 25-64 years, male (%)",UIS.LR.AG25T64.M,,,,, 98.93 , 98.98 ,, 99.13 , 98.98 , 99.05 , 99.07 , 99.09 , 99.09 , 99.21 , 99.20 , 99.23 , 99.28 
Spain,ESP,LLECE: 3rd grade students by mathematics proficiency level (%). Below Level 1,LO.LLECE.MAT3.0,,,,,,,,,,,,,,,,,
Spain,ESP,LLECE: 3rd grade students by mathematics proficiency level (%). Level 1,LO.LLECE.MAT3.1,,,,,,,,,,,,,,,,,
Spain,ESP,LLECE: 3rd grade students by mathematics proficiency level (%). Level 2,LO.LLECE.MAT3.2,,,,,,,,,,,,,,,,,
Spain,ESP,LLECE: 3rd grade students by mathematics proficiency level (%). Level 3,LO.LLECE.MAT3.3,,,,,,,,,,,,,,,,,
Spain,ESP,LLECE: 3rd grade students by mathematics proficiency level (%). Level 4,LO.LLECE.MAT3.4,,,,,,,,,,,,,,,,,
Spain,ESP,LLECE: 3rd grade students by reading proficiency level (%). Below Level 1,LO.LLECE.REA3.0,,,,,,,,,,,,,,,,,
Spain,ESP,LLECE: 3rd grade students by reading proficiency level (%). Level 1,LO.LLECE.REA3.1,,,,,,,,,,,,,,,,,
Spain,ESP,LLECE: 3rd grade students by reading proficiency level (%). Level 2,LO.LLECE.REA3.2,,,,,,,,,,,,,,,,,
Spain,ESP,LLECE: 3rd grade students by reading proficiency level (%). Level 3,LO.LLECE.REA3.3,,,,,,,,,,,,,,,,,
Spain,ESP,LLECE: 3rd grade students by reading proficiency level (%). Level 4,LO.LLECE.REA3.4,,,,,,,,,,,,,,,,,
Spain,ESP,LLECE: 6th grade students by mathematics proficiency level (%). Below Level 1,LO.LLECE.MAT6.0,,,,,,,,,,,,,,,,,
Spain,ESP,LLECE: 6th grade students by mathematics proficiency level (%). Level 1,LO.LLECE.MAT6.1,,,,,,,,,,,,,,,,,
Spain,ESP,LLECE: 6th grade students by mathematics proficiency level (%). Level 2,LO.LLECE.MAT6.2,,,,,,,,,,,,,,,,,
Spain,ESP,LLECE: 6th grade students by mathematics proficiency level (%). Level 3,LO.LLECE.MAT6.3,,,,,,,,,,,,,,,,,
Spain,ESP,LLECE: 6th grade students by mathematics proficiency level (%). Level 4,LO.LLECE.MAT6.4,,,,,,,,,,,,,,,,,
Spain,ESP,LLECE: 6th grade students by reading proficiency level (%). Below Level 1,LO.LLECE.REA6.0,,,,,,,,,,,,,,,,,
Spain,ESP,LLECE: 6th grade students by reading proficiency level (%). Level 1,LO.LLECE.REA6.1,,,,,,,,,,,,,,,,,
Spain,ESP,LLECE: 6th grade students by reading proficiency level (%). Level 2,LO.LLECE.REA6.2,,,,,,,,,,,,,,,,,
Spain,ESP,LLECE: 6th grade students by reading proficiency level (%). Level 3,LO.LLECE.REA6.3,,,,,,,,,,,,,,,,,
Spain,ESP,LLECE: 6th grade students by reading proficiency level (%). Level 4,LO.LLECE.REA6.4,,,,,,,,,,,,,,,,,
Spain,ESP,LLECE: 6th grade students by science proficiency level (%). Below Level 1,LO.LLECE.SCI6.0,,,,,,,,,,,,,,,,,
Spain,ESP,LLECE: 6th grade students by science proficiency level (%). Level 1,LO.LLECE.SCI6.1,,,,,,,,,,,,,,,,,
Spain,ESP,LLECE: 6th grade students by science proficiency level (%). Level 2,LO.LLECE.SCI6.2,,,,,,,,,,,,,,,,,
Spain,ESP,LLECE: 6th grade students by science proficiency level (%). Level 3,LO.LLECE.SCI6.3,,,,,,,,,,,,,,,,,
